,Image_names,cell_type,xmin,xmax,ymin,ymax
1372,213.jpg,RBC,562,640,71,188
1373,213.jpg,RBC,525,624,174,292
1374,213.jpg,RBC,108,226,169,285
1375,213.jpg,Platelets,233,281,1,46
1376,213.jpg,WBC,329,541,355,480
1377,215.jpg,RBC,206,333,125,236
1378,215.jpg,RBC,87,186,201,299
1379,215.jpg,RBC,2,98,1,96
1380,215.jpg,RBC,31,155,98,195
1381,215.jpg,RBC,284,380,258,344
1382,215.jpg,RBC,252,356,306,418
1383,215.jpg,RBC,237,341,361,473
1384,215.jpg,RBC,390,508,226,311
1385,215.jpg,RBC,487,600,408,480
1386,215.jpg,RBC,429,570,301,420
1387,215.jpg,RBC,340,445,372,480
1388,215.jpg,RBC,513,633,1,98
1389,215.jpg,RBC,146,249,341,446
1390,215.jpg,RBC,307,410,11,116
1391,215.jpg,RBC,32,135,272,377
1392,215.jpg,Platelets,253,294,47,94
1393,215.jpg,Platelets,1,34,75,123
1394,215.jpg,WBC,365,564,64,232
1395,216.jpg,RBC,407,519,57,158
1396,216.jpg,RBC,303,386,62,163
1397,216.jpg,RBC,262,357,401,480
1398,216.jpg,RBC,239,329,187,293
1399,216.jpg,RBC,230,305,56,147
1400,216.jpg,RBC,486,586,255,367
1401,216.jpg,RBC,448,541,355,441
1402,216.jpg,RBC,537,636,403,480
1403,216.jpg,RBC,396,495,429,480
1404,216.jpg,RBC,315,408,293,379
1405,216.jpg,RBC,368,464,258,361
1406,216.jpg,RBC,4,101,383,480
1407,216.jpg,RBC,1,66,262,378
1408,216.jpg,WBC,63,287,267,467
1409,216.jpg,Platelets,452,493,147,186
1410,216.jpg,Platelets,579,628,254,294
1411,217.jpg,RBC,192,292,376,473
1412,217.jpg,RBC,301,419,320,424
1413,217.jpg,RBC,433,510,273,358
1414,217.jpg,RBC,434,528,368,454
1415,217.jpg,RBC,507,574,381,454
1416,217.jpg,RBC,554,640,297,401
1417,217.jpg,RBC,115,210,166,275
1418,217.jpg,RBC,9,104,330,439
1419,217.jpg,RBC,23,121,254,356
1420,217.jpg,RBC,129,234,275,370
1421,217.jpg,RBC,96,186,337,415
1422,217.jpg,RBC,169,264,110,219
1423,217.jpg,RBC,320,426,1,108
1424,217.jpg,RBC,531,624,48,164
1425,217.jpg,RBC,79,203,26,134
1426,217.jpg,WBC,274,473,101,334
1427,218.jpg,RBC,251,360,341,451
1428,218.jpg,RBC,319,433,408,479
1429,218.jpg,RBC,407,516,327,437
1430,218.jpg,RBC,413,497,234,324
1431,218.jpg,RBC,318,427,247,357
1432,218.jpg,RBC,203,312,85,195
1433,218.jpg,RBC,156,262,107,211
1434,218.jpg,RBC,281,384,1,70
1435,218.jpg,RBC,389,498,91,201
1436,218.jpg,RBC,443,549,1,81
1437,218.jpg,RBC,31,153,126,222
1438,218.jpg,RBC,106,221,18,125
1439,218.jpg,WBC,73,234,242,391
1440,219.jpg,RBC,166,284,236,336
1441,219.jpg,RBC,32,153,194,313
1442,219.jpg,RBC,135,236,340,442
1443,219.jpg,RBC,51,152,304,406
1444,219.jpg,RBC,558,640,157,254
1445,219.jpg,RBC,446,541,102,196
1446,219.jpg,RBC,255,370,1,110
1447,219.jpg,RBC,73,195,43,160
1448,219.jpg,RBC,150,231,150,230
1449,219.jpg,RBC,561,640,383,480
1450,219.jpg,WBC,415,606,224,400
1451,22.jpg,WBC,330,494,302,438
1452,22.jpg,Platelets,375,422,103,146
1453,22.jpg,Platelets,483,530,184,227
1454,22.jpg,RBC,363,483,141,255
1455,22.jpg,RBC,274,394,161,275
1456,22.jpg,RBC,215,335,219,333
1457,22.jpg,RBC,97,217,335,449
1458,22.jpg,RBC,5,125,262,376
1459,22.jpg,RBC,50,170,229,343
1460,22.jpg,RBC,1,104,102,197
1461,22.jpg,RBC,72,176,98,193
1462,22.jpg,RBC,521,625,109,204
1463,22.jpg,RBC,581,640,100,194
1464,22.jpg,RBC,378,475,1,76
1465,22.jpg,RBC,209,318,1,111
1466,22.jpg,RBC,117,207,1,87
1467,22.jpg,RBC,568,639,347,461
1468,22.jpg,RBC,168,288,84,198
1469,22.jpg,RBC,221,341,361,475
1470,220.jpg,RBC,47,146,204,313
1471,220.jpg,RBC,256,367,154,263
1472,220.jpg,RBC,285,400,384,480
1473,220.jpg,RBC,169,289,384,480
1474,220.jpg,RBC,396,522,384,479
1475,220.jpg,RBC,156,272,55,157
1476,220.jpg,RBC,1,102,1,99
1477,220.jpg,RBC,454,537,304,390
1478,220.jpg,WBC,326,558,1,243
1479,221.jpg,RBC,11,128,73,189
1480,221.jpg,RBC,116,254,25,143
1481,221.jpg,RBC,547,640,337,429
1482,221.jpg,RBC,469,570,176,269
1483,221.jpg,RBC,214,321,190,283
1484,221.jpg,RBC,166,269,140,243
1485,221.jpg,RBC,354,458,330,437
1486,221.jpg,RBC,467,569,97,217
1487,221.jpg,RBC,445,538,299,409
1488,221.jpg,WBC,262,467,17,221
1489,221.jpg,Platelets,27,72,190,236
1490,221.jpg,Platelets,545,593,418,453
1491,222.jpg,RBC,156,261,369,461
1492,222.jpg,RBC,516,632,213,319
1493,222.jpg,RBC,534,640,323,433
1494,222.jpg,RBC,457,563,290,400
1495,222.jpg,RBC,362,484,336,444
1496,222.jpg,RBC,114,222,107,214
1497,222.jpg,RBC,97,208,215,340
1498,222.jpg,RBC,401,508,1,113
1499,222.jpg,RBC,136,238,1,71
1500,222.jpg,RBC,201,331,38,155
1501,222.jpg,WBC,272,473,137,354
1502,222.jpg,Platelets,181,219,287,332
1503,223.jpg,RBC,397,512,1,117
1504,223.jpg,RBC,136,251,270,386
1505,223.jpg,RBC,242,357,270,386
1506,223.jpg,RBC,335,469,335,452
1507,223.jpg,RBC,465,559,290,403
1508,223.jpg,RBC,38,150,78,175
1509,223.jpg,RBC,293,385,1,68
1510,223.jpg,RBC,397,512,120,236
1511,223.jpg,RBC,1,73,161,275
1512,223.jpg,Platelets,43,111,411,472
1513,223.jpg,Platelets,200,239,408,449
1514,223.jpg,Platelets,79,125,174,228
1515,223.jpg,Platelets,609,640,121,169
1516,223.jpg,WBC,140,340,27,230
1517,224.jpg,RBC,115,226,345,427
1518,224.jpg,RBC,1,112,318,400
1519,224.jpg,RBC,265,344,377,476
1520,224.jpg,RBC,9,130,89,194
1521,224.jpg,RBC,84,205,166,271
1522,224.jpg,RBC,499,620,172,277
1523,224.jpg,RBC,431,552,159,264
1524,224.jpg,RBC,287,384,203,284
1525,224.jpg,RBC,32,154,1,94
1526,224.jpg,RBC,531,613,68,172
1527,224.jpg,RBC,536,639,332,455
1528,224.jpg,RBC,388,488,408,480
1529,224.jpg,Platelets,217,256,73,115
1530,224.jpg,Platelets,519,562,36,85
1531,224.jpg,WBC,251,458,1,173
1532,225.jpg,WBC,243,388,128,291
1533,225.jpg,Platelets,300,334,87,130
1534,226.jpg,RBC,41,137,272,371
1535,226.jpg,RBC,46,152,335,438
1536,226.jpg,RBC,193,299,330,433
1537,226.jpg,RBC,206,312,252,355
1538,226.jpg,RBC,156,241,251,340
1539,226.jpg,RBC,415,517,191,283
1540,226.jpg,RBC,505,633,172,264
1541,226.jpg,RBC,176,277,93,192
1542,226.jpg,RBC,1,98,112,227
1543,226.jpg,RBC,20,149,12,115
1544,226.jpg,RBC,536,640,67,183
1545,226.jpg,RBC,487,615,386,472
1546,226.jpg,RBC,349,453,306,422
1547,226.jpg,WBC,262,543,1,217
1548,227.jpg,RBC,51,138,159,267
1549,227.jpg,RBC,210,332,274,382
1550,227.jpg,RBC,515,605,186,288
1551,227.jpg,RBC,423,528,161,265
1552,227.jpg,RBC,359,480,377,480
1553,227.jpg,RBC,254,378,409,480
1554,227.jpg,RBC,146,237,409,480
1555,227.jpg,RBC,69,148,424,480
1556,227.jpg,RBC,115,210,89,172
1557,227.jpg,RBC,209,319,1,83
1558,227.jpg,RBC,101,204,1,70
1559,227.jpg,RBC,355,458,1,70
1560,227.jpg,RBC,498,580,357,455
1561,227.jpg,RBC,384,478,286,378
1562,227.jpg,RBC,476,579,84,181
1563,227.jpg,WBC,210,390,79,268
1564,227.jpg,Platelets,26,96,277,340
1565,228.jpg,RBC,311,429,95,210
1566,228.jpg,RBC,1,95,59,157
1567,228.jpg,RBC,72,192,33,133
1568,228.jpg,RBC,52,153,380,473
1569,228.jpg,RBC,424,546,403,479
1570,228.jpg,RBC,522,612,52,145
1571,228.jpg,RBC,411,501,172,265
1572,228.jpg,RBC,83,181,160,249
1573,228.jpg,RBC,8,113,309,403
1574,228.jpg,RBC,492,597,176,270
1575,228.jpg,RBC,425,522,1,87
1576,228.jpg,WBC,152,388,237,454
1577,229.jpg,RBC,209,313,347,436
1578,229.jpg,RBC,285,405,278,376
1579,229.jpg,RBC,106,215,269,389
1580,229.jpg,RBC,103,204,170,276
1581,229.jpg,RBC,52,150,78,181
1582,229.jpg,RBC,504,602,303,406
1583,229.jpg,RBC,403,507,155,262
1584,229.jpg,RBC,294,403,145,251
1585,229.jpg,RBC,361,470,360,466
1586,229.jpg,RBC,28,137,255,361
1587,229.jpg,RBC,34,143,1,62
1588,23.jpg,WBC,108,281,194,372
1589,23.jpg,Platelets,99,138,329,360
1590,23.jpg,Platelets,149,188,1,30
1591,23.jpg,Platelets,394,433,199,230
1592,23.jpg,RBC,17,130,163,255
1593,23.jpg,RBC,1,113,197,289
1594,23.jpg,RBC,289,392,142,234
1595,23.jpg,RBC,340,443,81,173
1596,23.jpg,RBC,275,392,22,126
1597,23.jpg,RBC,441,579,59,163
1598,23.jpg,RBC,471,579,143,263
1599,23.jpg,RBC,557,639,359,480
1600,23.jpg,RBC,406,538,374,480
1601,23.jpg,RBC,272,389,389,480
1602,23.jpg,RBC,378,482,249,349
1603,23.jpg,RBC,15,100,12,147
1604,230.jpg,RBC,106,215,282,409
1605,230.jpg,RBC,402,518,152,259
1606,230.jpg,RBC,462,554,68,178
1607,230.jpg,RBC,323,438,87,201
1608,230.jpg,RBC,524,617,275,387
1609,230.jpg,RBC,24,110,306,410
1610,230.jpg,RBC,115,218,111,214
1611,230.jpg,RBC,33,165,201,293
1612,230.jpg,RBC,226,337,1,64
1613,230.jpg,RBC,362,496,344,463
1614,230.jpg,Platelets,225,268,194,233
1615,230.jpg,Platelets,510,549,430,465
1616,230.jpg,WBC,192,363,256,417
1617,231.jpg,RBC,154,270,246,356
1618,231.jpg,RBC,128,226,150,241
1619,231.jpg,RBC,11,135,1,91
1620,231.jpg,RBC,461,560,32,125
1621,231.jpg,RBC,462,563,311,407
1622,231.jpg,RBC,287,397,339,439
1623,231.jpg,RBC,8,145,201,308
1624,231.jpg,RBC,1,91,107,198
1625,231.jpg,RBC,436,537,216,312
1626,231.jpg,RBC,365,476,27,124
1627,231.jpg,WBC,196,413,57,272
1628,232.jpg,RBC,408,536,135,250
1629,232.jpg,RBC,239,361,38,125
1630,232.jpg,RBC,371,488,23,136
1631,232.jpg,RBC,484,601,21,134
1632,232.jpg,RBC,107,197,238,355
1633,232.jpg,RBC,1,92,137,235
1634,232.jpg,RBC,582,640,232,326
1635,232.jpg,RBC,72,177,1,86
1636,232.jpg,WBC,172,406,209,427
1637,233.jpg,RBC,509,614,177,291
1638,233.jpg,RBC,448,563,1,102
1639,233.jpg,RBC,340,453,261,371
1640,233.jpg,RBC,239,344,364,471
1641,233.jpg,RBC,123,228,362,469
1642,233.jpg,RBC,137,242,44,151
1643,233.jpg,RBC,212,326,149,259
1644,233.jpg,RBC,458,562,275,374
1645,233.jpg,RBC,415,519,332,431
1646,233.jpg,WBC,1,176,60,304
1647,234.jpg,RBC,1,89,164,257
1648,234.jpg,RBC,46,171,67,177
1649,234.jpg,RBC,289,396,88,196
1650,234.jpg,RBC,357,454,185,271
1651,234.jpg,RBC,97,230,320,441
1652,234.jpg,RBC,13,99,324,395
1653,234.jpg,WBC,218,332,181,320
1654,234.jpg,Platelets,106,181,236,309
1655,234.jpg,Platelets,51,89,34,79
1656,235.jpg,RBC,158,244,156,254
1657,235.jpg,RBC,98,184,156,254
1658,235.jpg,RBC,146,243,350,447
1659,235.jpg,RBC,324,421,383,480
1660,235.jpg,RBC,257,340,224,338
1661,235.jpg,RBC,513,612,266,378
1662,235.jpg,RBC,578,640,86,196
1663,235.jpg,WBC,318,540,187,379
1664,235.jpg,RBC,137,242,69,164
1665,235.jpg,RBC,238,343,54,149
1666,235.jpg,RBC,299,413,22,118
1667,236.jpg,RBC,1,89,166,283
1668,236.jpg,RBC,147,251,207,326
1669,236.jpg,RBC,480,604,343,468
1670,236.jpg,WBC,232,469,102,336
1671,237.jpg,RBC,514,633,187,293
1672,237.jpg,RBC,381,486,53,191
1673,237.jpg,RBC,222,354,16,137
1674,237.jpg,RBC,51,126,140,221
1675,237.jpg,RBC,1,63,100,208
1676,237.jpg,RBC,406,518,208,313
1677,237.jpg,Platelets,100,131,415,445
1678,237.jpg,WBC,190,434,211,434
1679,237.jpg,Platelets,577,618,417,455
1680,238.jpg,RBC,1,70,276,379
1681,238.jpg,RBC,182,310,355,458
1682,238.jpg,RBC,101,199,222,327
1683,238.jpg,RBC,515,620,177,293
1684,238.jpg,RBC,358,453,402,480
1685,238.jpg,RBC,71,179,399,480
1686,238.jpg,RBC,1,92,1,103
1687,238.jpg,RBC,405,509,191,294
1688,238.jpg,RBC,189,317,242,350
1689,238.jpg,RBC,301,418,314,417
1690,238.jpg,RBC,98,177,163,236
1691,238.jpg,WBC,206,437,51,272
1692,24.jpg,WBC,98,281,34,206
1693,24.jpg,RBC,277,387,113,233
1694,24.jpg,RBC,388,498,82,202
1695,24.jpg,RBC,306,416,243,363
1696,24.jpg,RBC,186,291,268,381
1697,24.jpg,RBC,296,423,364,480
1698,24.jpg,RBC,511,638,147,263
1699,24.jpg,RBC,62,174,414,480
1700,24.jpg,RBC,37,141,1,76
1701,24.jpg,RBC,29,117,152,247
1702,24.jpg,RBC,494,594,1,74
1703,24.jpg,RBC,572,640,264,345
1704,24.jpg,RBC,524,640,354,453
1705,24.jpg,RBC,15,109,220,334
1706,24.jpg,Platelets,132,171,292,340
1707,24.jpg,RBC,343,468,1,110
1708,24.jpg,RBC,209,305,245,327
1709,24.jpg,RBC,177,273,219,301
1710,240.jpg,RBC,360,469,170,286
1711,240.jpg,RBC,375,479,1,110
1712,240.jpg,RBC,239,362,156,294
1713,240.jpg,RBC,478,581,188,284
1714,240.jpg,RBC,449,541,86,183
1715,240.jpg,RBC,146,246,24,117
1716,240.jpg,RBC,51,167,267,354
1717,240.jpg,RBC,169,258,234,312
1718,240.jpg,RBC,174,264,283,396
1719,240.jpg,RBC,573,640,198,336
1720,240.jpg,RBC,93,208,113,238
1721,240.jpg,WBC,242,457,266,471
1722,241.jpg,RBC,373,477,277,385
1723,241.jpg,RBC,188,313,267,390
1724,241.jpg,RBC,279,404,149,272
1725,241.jpg,RBC,141,270,1,71
1726,241.jpg,RBC,74,170,236,326
1727,241.jpg,RBC,39,135,111,201
1728,241.jpg,RBC,144,240,311,401
1729,241.jpg,RBC,443,539,364,454
1730,241.jpg,Platelets,343,380,270,302
1731,241.jpg,WBC,371,613,1,192
1732,242.jpg,RBC,396,492,113,207
1733,242.jpg,RBC,183,277,119,285
1734,242.jpg,RBC,377,482,204,315
1735,242.jpg,RBC,490,624,91,235
1736,242.jpg,RBC,527,640,1,97
1737,242.jpg,RBC,92,202,264,370
1738,242.jpg,WBC,249,446,25,205
1739,243.jpg,RBC,331,425,110,199
1740,243.jpg,RBC,212,325,318,433
1741,243.jpg,RBC,138,262,54,177
1742,243.jpg,RBC,101,180,16,87
1743,243.jpg,RBC,276,380,14,122
1744,243.jpg,RBC,444,534,96,189
1745,243.jpg,RBC,531,640,309,415
1746,243.jpg,RBC,559,640,212,311
1747,243.jpg,RBC,463,556,228,323
1748,243.jpg,RBC,539,639,107,202
1749,243.jpg,RBC,465,565,422,480
1750,243.jpg,RBC,445,547,317,415
1751,243.jpg,RBC,1,99,158,273
1752,243.jpg,RBC,290,392,154,258
1753,243.jpg,WBC,17,242,184,398
1754,243.jpg,Platelets,245,286,121,158
1755,244.jpg,RBC,118,229,24,151
1756,244.jpg,RBC,418,511,150,250
1757,244.jpg,RBC,303,409,1,79
1758,244.jpg,RBC,284,392,134,240
1759,244.jpg,RBC,37,145,187,279
1760,244.jpg,RBC,145,256,243,320
1761,244.jpg,RBC,156,256,138,229
1762,244.jpg,RBC,500,598,229,342
1763,244.jpg,RBC,1,98,70,183
1764,244.jpg,RBC,332,457,29,143
1765,244.jpg,RBC,307,438,407,479
1766,244.jpg,WBC,285,487,217,419
1767,245.jpg,RBC,329,413,386,480
1768,245.jpg,RBC,125,223,355,451
1769,245.jpg,RBC,1,98,331,427
1770,245.jpg,RBC,78,176,266,362
1771,245.jpg,RBC,24,124,1,82
1772,245.jpg,RBC,157,272,1,104
1773,245.jpg,RBC,283,379,1,109
1774,245.jpg,RBC,523,625,1,62
1775,245.jpg,RBC,524,629,100,204
1776,245.jpg,RBC,535,640,364,468
1777,245.jpg,RBC,349,472,273,384
1778,245.jpg,RBC,295,418,185,296
1779,245.jpg,RBC,32,140,157,248
1780,245.jpg,RBC,192,313,239,349
1781,245.jpg,WBC,326,538,36,230
1782,246.jpg,RBC,332,436,365,459
1783,246.jpg,RBC,229,327,398,480
1784,246.jpg,RBC,509,612,118,225
1785,246.jpg,RBC,408,511,9,116
1786,246.jpg,RBC,292,407,87,194
1787,246.jpg,RBC,328,419,174,282
1788,246.jpg,RBC,270,361,255,363
1789,246.jpg,RBC,321,390,291,368
1790,246.jpg,RBC,1,62,29,133
1791,246.jpg,RBC,30,145,104,211
1792,246.jpg,RBC,213,311,55,160
1793,246.jpg,RBC,274,374,1,77
1794,246.jpg,RBC,108,226,51,148
1795,246.jpg,RBC,484,587,365,472
1796,246.jpg,RBC,1,74,382,474
1797,246.jpg,WBC,77,281,154,357
1798,246.jpg,Platelets,9,43,323,352
1799,247.jpg,RBC,316,426,202,276
1800,247.jpg,RBC,370,460,17,123
1801,247.jpg,RBC,176,291,2,113
1802,247.jpg,RBC,1,97,232,364
1803,247.jpg,RBC,88,192,217,324
1804,247.jpg,RBC,202,304,194,283
1805,247.jpg,RBC,380,476,273,389
1806,247.jpg,RBC,470,560,214,363
1807,247.jpg,RBC,559,640,212,358
1808,247.jpg,RBC,513,625,75,177
1809,247.jpg,RBC,354,467,116,204
1810,247.jpg,RBC,396,509,392,480
1811,247.jpg,Platelets,127,167,156,201
1812,247.jpg,WBC,132,355,274,480
1813,248.jpg,RBC,374,479,16,112
1814,248.jpg,RBC,479,584,22,118
1815,248.jpg,RBC,381,486,144,240
1816,248.jpg,RBC,214,327,333,438
1817,248.jpg,RBC,139,258,227,349
1818,248.jpg,RBC,137,232,58,158
1819,248.jpg,RBC,439,558,341,463
1820,248.jpg,RBC,387,489,413,479
1821,248.jpg,RBC,510,629,220,300
1822,248.jpg,RBC,13,130,27,154
1823,248.jpg,RBC,228,318,1,82
1824,248.jpg,RBC,148,266,322,413
1825,248.jpg,RBC,336,444,321,434
1826,248.jpg,WBC,184,388,85,295
1827,249.jpg,RBC,381,488,1,87
1828,249.jpg,RBC,481,592,24,123
1829,249.jpg,RBC,259,383,79,198
1830,249.jpg,RBC,154,256,1,68
1831,249.jpg,RBC,2,129,220,331
1832,249.jpg,RBC,308,402,373,480
1833,249.jpg,RBC,102,218,47,151
1834,249.jpg,RBC,348,464,187,291
1835,249.jpg,RBC,462,578,222,326
1836,249.jpg,RBC,159,291,414,478
1837,249.jpg,RBC,1,84,357,454
1838,249.jpg,WBC,149,354,233,423
1839,25.jpg,WBC,310,471,1,128
1840,25.jpg,RBC,89,192,89,206
1841,25.jpg,RBC,265,368,114,231
1842,25.jpg,RBC,203,295,176,318
1843,25.jpg,RBC,109,204,195,306
1844,25.jpg,RBC,391,486,117,228
1845,25.jpg,RBC,376,471,250,361
1846,25.jpg,RBC,314,419,357,477
1847,25.jpg,RBC,25,142,309,428
1848,25.jpg,RBC,497,604,1,97
1849,25.jpg,RBC,578,640,144,248
1850,25.jpg,RBC,570,640,252,390
1851,25.jpg,RBC,494,588,325,427
1852,25.jpg,RBC,399,517,334,457
1853,25.jpg,RBC,19,103,234,344
1854,25.jpg,RBC,484,587,196,313
1855,250.jpg,WBC,70,277,329,480
1856,250.jpg,WBC,164,362,20,205
1857,250.jpg,Platelets,278,311,268,298
1858,251.jpg,WBC,125,324,143,344
1859,252.jpg,RBC,475,583,145,235
1860,252.jpg,RBC,207,315,149,239
1861,252.jpg,RBC,12,120,232,322
1862,252.jpg,RBC,492,600,365,455
1863,252.jpg,RBC,515,623,318,408
1864,252.jpg,RBC,109,225,171,273
1865,252.jpg,RBC,3,119,329,442
1866,252.jpg,RBC,1,117,327,440
1867,252.jpg,WBC,309,551,199,417
1868,253.jpg,RBC,177,278,48,147
1869,253.jpg,RBC,65,166,355,454
1870,253.jpg,RBC,564,640,395,480
1871,253.jpg,RBC,472,582,315,423
1872,253.jpg,RBC,156,279,380,480
1873,253.jpg,RBC,296,394,50,148
1874,253.jpg,RBC,456,569,21,116
1875,253.jpg,RBC,55,174,1,99
1876,253.jpg,RBC,61,138,295,363
1877,253.jpg,WBC,161,399,181,404
1878,254.jpg,RBC,47,134,222,312
1879,254.jpg,RBC,51,138,46,136
1880,254.jpg,RBC,138,259,36,122
1881,254.jpg,RBC,277,383,36,126
1882,254.jpg,RBC,510,632,267,381
1883,254.jpg,RBC,469,556,62,165
1884,254.jpg,RBC,97,184,377,480
1885,254.jpg,RBC,500,640,377,477
1886,254.jpg,RBC,422,518,296,395
1887,254.jpg,WBC,195,434,287,480
1888,255.jpg,RBC,393,502,54,162
1889,255.jpg,RBC,400,494,350,438
1890,255.jpg,RBC,81,209,239,335
1891,255.jpg,RBC,330,434,258,368
1892,255.jpg,RBC,1,104,325,425
1893,255.jpg,RBC,223,323,244,332
1894,255.jpg,RBC,179,299,184,270
1895,255.jpg,RBC,110,220,32,151
1896,255.jpg,RBC,525,614,374,480
1897,255.jpg,Platelets,161,216,400,469
1898,255.jpg,Platelets,82,122,202,243
1899,255.jpg,WBC,241,379,349,477
1900,256.jpg,RBC,1,75,317,426
1901,256.jpg,RBC,183,312,413,480
1902,256.jpg,RBC,130,234,420,480
1903,256.jpg,RBC,503,592,360,449
1904,256.jpg,RBC,299,411,297,387
1905,256.jpg,RBC,517,628,37,143
1906,256.jpg,RBC,68,153,140,230
1907,256.jpg,RBC,129,214,254,344
1908,256.jpg,RBC,35,150,209,321
1909,256.jpg,RBC,441,547,293,362
1910,256.jpg,RBC,542,631,260,349
1911,256.jpg,WBC,283,551,42,294
1912,257.jpg,RBC,455,596,132,259
1913,257.jpg,RBC,1,110,85,175
1914,257.jpg,RBC,296,423,40,131
1915,257.jpg,RBC,115,211,205,305
1916,257.jpg,RBC,58,154,136,236
1917,257.jpg,WBC,217,470,214,443
1918,258.jpg,RBC,426,542,353,456
1919,258.jpg,RBC,254,370,377,480
1920,258.jpg,RBC,118,253,290,395
1921,258.jpg,RBC,106,193,198,287
1922,258.jpg,RBC,174,281,1,77
1923,258.jpg,RBC,429,530,78,179
1924,258.jpg,RBC,539,640,295,396
1925,258.jpg,WBC,174,385,99,306
1926,259.jpg,Platelets,257,300,162,202
1927,259.jpg,WBC,221,386,223,387
1928,259.jpg,Platelets,541,582,394,435
1929,260.jpg,RBC,156,256,112,206
1930,260.jpg,RBC,168,270,374,477
1931,260.jpg,RBC,238,320,228,284
1932,260.jpg,RBC,456,564,161,251
1933,260.jpg,RBC,537,640,299,414
1934,260.jpg,RBC,61,185,63,145
1935,260.jpg,RBC,7,107,420,480
1936,260.jpg,Platelets,38,87,129,179
1937,260.jpg,Platelets,281,326,182,225
1938,260.jpg,Platelets,585,624,419,456
1939,260.jpg,Platelets,507,547,340,377
1940,260.jpg,WBC,15,209,181,362
1941,261.jpg,RBC,45,146,88,180
1942,261.jpg,RBC,361,484,124,234
1943,261.jpg,RBC,95,199,414,479
1944,261.jpg,RBC,118,247,68,150
1945,261.jpg,RBC,1,101,3,100
1946,261.jpg,WBC,205,434,267,480
1947,262.jpg,RBC,107,200,250,358
1948,262.jpg,RBC,278,408,358,467
1949,262.jpg,RBC,426,529,62,163
1950,262.jpg,RBC,266,388,69,171
1951,262.jpg,RBC,162,274,65,175
1952,262.jpg,RBC,492,596,250,355
1953,262.jpg,RBC,544,640,176,287
1954,262.jpg,RBC,5,135,179,288
1955,262.jpg,Platelets,91,164,368,428
1956,262.jpg,WBC,274,460,163,350
1957,263.jpg,RBC,524,640,279,385
1958,263.jpg,RBC,419,530,252,354
1959,263.jpg,RBC,542,640,134,242
1960,263.jpg,RBC,1,56,202,305
1961,263.jpg,RBC,214,325,148,262
1962,263.jpg,RBC,293,426,62,180
1963,263.jpg,RBC,448,553,394,480
1964,263.jpg,RBC,429,531,75,183
1965,263.jpg,RBC,104,218,221,331
1966,263.jpg,WBC,170,454,268,480
1967,264.jpg,RBC,115,206,358,446
1968,264.jpg,RBC,1,79,315,401
1969,264.jpg,RBC,402,486,305,414
1970,264.jpg,RBC,388,467,43,143
1971,264.jpg,RBC,564,640,1,77
1972,264.jpg,RBC,248,346,382,480
1973,264.jpg,RBC,337,402,411,480
1974,264.jpg,RBC,140,242,171,255
1975,264.jpg,RBC,50,152,192,276
1976,264.jpg,RBC,356,462,148,249
1977,264.jpg,RBC,298,406,128,236
1978,264.jpg,RBC,534,640,243,344
1979,264.jpg,Platelets,70,112,38,94
1980,264.jpg,Platelets,361,419,12,56
1981,264.jpg,WBC,100,307,1,144
1982,265.jpg,RBC,153,243,309,394
1983,265.jpg,RBC,131,224,401,480
1984,265.jpg,RBC,377,484,176,285
1985,265.jpg,RBC,486,575,274,362
1986,265.jpg,RBC,434,516,1,74
1987,265.jpg,RBC,481,592,55,154
1988,265.jpg,RBC,90,184,118,206
1989,265.jpg,RBC,274,374,137,230
1990,265.jpg,RBC,515,615,1,50
1991,265.jpg,RBC,561,640,132,231
1992,265.jpg,RBC,589,640,304,388
1993,265.jpg,RBC,527,638,392,480
1994,265.jpg,RBC,271,398,18,114
1995,265.jpg,WBC,234,369,332,480
1996,265.jpg,Platelets,282,324,296,339
1997,266.jpg,RBC,144,242,346,436
1998,266.jpg,RBC,1,82,72,160
1999,266.jpg,RBC,107,203,1,65
2000,266.jpg,RBC,200,311,1,86
2001,266.jpg,RBC,71,182,77,163
2002,266.jpg,RBC,35,127,252,356
2003,266.jpg,RBC,75,146,295,386
2004,266.jpg,RBC,29,129,350,457
2005,266.jpg,RBC,209,309,108,215
2006,266.jpg,RBC,477,561,134,218
2007,266.jpg,WBC,240,438,219,393
2008,267.jpg,RBC,509,621,147,254
2009,267.jpg,RBC,444,514,146,258
2010,267.jpg,RBC,345,457,219,328
2011,267.jpg,RBC,287,407,340,445
2012,267.jpg,RBC,1,86,154,245
2013,267.jpg,RBC,303,389,87,178
2014,267.jpg,RBC,380,466,12,103
2015,267.jpg,RBC,563,639,251,350
2016,267.jpg,RBC,83,182,1,99
2017,267.jpg,RBC,52,163,88,181
2018,267.jpg,WBC,2,187,247,440
2019,267.jpg,Platelets,579,623,423,456
2020,267.jpg,RBC,311,409,323,394
2021,267.jpg,RBC,174,288,211,283
2022,268.jpg,WBC,87,298,112,298
2023,268.jpg,Platelets,62,101,26,73
2024,268.jpg,Platelets,15,53,309,350
2025,268.jpg,Platelets,1,38,349,381
2026,269.jpg,WBC,124,328,1,172
2027,27.jpg,WBC,387,564,1,102
2028,27.jpg,RBC,178,287,2,113
2029,27.jpg,RBC,114,223,154,265
2030,27.jpg,RBC,102,211,60,171
2031,27.jpg,RBC,42,151,70,181
2032,27.jpg,RBC,1,94,112,227
2033,27.jpg,RBC,2,113,171,287
2034,27.jpg,RBC,424,535,270,386
